Channel,Recipient,Title,TypeOfSupport,FinancialInstrument,Sector,Ressort,Jahr,Klimafinanzierung in USD,Region,Kontinent
bilateral,Democratic Republic of the Congo,Protection des ressources naturelles,cross-cutting,Grant,Multisector (410),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"SEWOH - Improvement of resilience in the agricultural production zones of the Lubero District, North Kivu Province, weakened by conflict and internal migration, DR Congo",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Improvement of living conditions of maginalized families in Mbuji Mayi through water supply as well as hygiene and health education,mitigation,Grant,Water Supply & Sanitation (140),BMZ,2022,76019.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Sektorprogramm Wasser/Abwasser (PROSECO) - Unterstützung der Wassersektorreform (RESE),adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Promotion of sustainable agriculture production and marketing in rural Lubumbashi and Likasi,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Programme Sectoriel Eau (PROSECO) IX,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Community health care programme in north-east, continuation",adaptation,Grant,Health (120),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Improved resilience in agricultural production zones of the Masisi Territory that are a key destination for growing IDP population displacements,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Conservation of Biodiversity and Forest Management,cross-cutting,Grant,Multisector (410),BMZ,2022,23000000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Food security and rural development on a densly populated island (Continued),adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Strengthening the Resilience of Populations Affected by Pandem-ics through Improved WASH Infrastructure and Food Security in three Health Zones ,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Improving access to basic health care services in the diocese of Kikwit,mitigation,Grant,Health (120),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Strengthening educational, vocational and advocacy capacities of indigenous people in Tanganyika Province",adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Basic drinking water supply, basic sanitation and peacebuilding in Bunia",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Providing locally managed waterdriven energy sources, reducing poverty and strengthening social cohesion in northern Kivu",mitigation,Grant,Energy (230),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Peacebuilding and food sovereignty of rural communities in the refugee context of South Kivu,cross-cutting,Grant,Government & Civil Society (150),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Biodiversity conservation and sustainable forest management VII,cross-cutting,Grant,Multisector (410),BMZ,2022,5000000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Food Security and Vocational Education for Indigenous Peoples in South Kivu - continuation,cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Food security and land rights in Kabare and Walungun districts in South Kivu - Continuation,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Construction and equipping of hostels to strengthen the vocational training of disadvantaged young people in South Kivu,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Multisectoral support for improved food security and peaceful and inclusive co-existence of conflict-affected populations in eastern DRC,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,1250000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Support of the water sector reform,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,2500000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Procurement, transport and commissioning a turbine for a small hydropower plant in Katondi, Butembo-Beni diocese",mitigation,Grant,Energy (230),BMZ,2022,244000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Promoting land licenses and sustainable forestry by local communities in the Kasenga Region,cross-cutting,Grant,Government & Civil Society (150),BMZ,2022,270000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Solar energy generation at girls school in Lolo Diocese,mitigation,Grant,,BMZ,2022,34500.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Promoting food sovereignty and resilience in Mbulula and Makutano Region,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,275000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Improving school buildings by ecological construction in Aten parish, Diocese of Kikwit",cross-cutting,Grant,Education (110),BMZ,2022,735000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Agricultural commercialisation and sustainably increased productivity in Madimba, Kisantu Diocese",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,895000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Improving food sovereignty in Masamba, Ituri Province",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,683000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Programme pour la promotion des riverains des Aires Protégées (PRAP),cross-cutting,Grant,Multisector (410),BMZ,2022,18280000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,New construction and equipment of a central library and eight auditoriums,mitigation,Grant,Education (110),BMZ,2022,375000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Strengthening the food sovereignty of smallholders through agro-ecology,cross-cutting,Grant,Other Multisector (430),BMZ,2022,500000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Reduction of the prevalence of malnutrition in the Demba health zone, phase 1",adaptation,Grant,Other Multisector (430),BMZ,2022,500000.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,Climate Protection in DR Congo for DR Congo - Introduction of New Forms of Sustainable Agroforestry and Innovative Land-use in Agriculture,cross-cutting,Grant,Multisector (410),BMZ,2022,587400.0,Zentralafrika,Afrika
bilateral,Democratic Republic of the Congo,"Securing crucial biodiversity, carbon and water stores in the Congo Basin Peatlands by enabling evidence based decision making and good governance.",mitigation,Grant,Multisector (410),BMUV,2022,14785448.0,Zentralafrika,Afrika
bilateral,EAC,Integrated Water Resource Management Programme - Lake Victoria Basin Commission,adaptation,Grant,,BMZ,2022,5000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,EAC,Support of Lake Victoria Basin Commission,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ECOWAS,Promotion of a climate-friendly market in the ECOWAS region (ProCEM),mitigation,Grant,Energy (230),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ECOWAS,Promotion of a climate-friendly electricity market in the Economic Community of West African States (ECOWAS) region,mitigation,Grant,Energy (230),BMZ,2022,9200000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ECOWAS,Market Oriented Value Chains in ECOWAS for Jobs and Growth (MOVE),cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,12500000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Egypt,Stauwehr Assiut,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,National Solid Waste Management Program-Phase2-VP,mitigation,concessional loan from budgetary sources,Water Supply & Sanitation (140),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Solid Waste Management Program / Accompanying Measures Phase 2,mitigation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Private Sector Development Programme,mitigation,Grant,Business & Other Services (250),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Water Management Reform Programme,cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Integrated Sector Approach II (JISA II) (AM),adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Windfarm Gulf of Suez,mitigation,concessional loan from budgetary sources,Energy (230),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Renewable Energy - Solar Power Plant,mitigation,Grant,Energy (230),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Income Generation for Small-Scale Farmers (Agricultural Innovation Project),adaptation,Grant,"Agriculture, Forestry, Fishing (310), Business & Other Services (250), Industry, Mining, Construction (320)",BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Integrated Development Programme,cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,"Ägyptisch-Deutsches Komitee zur Förderung der erneuerbaren Energien, der Energieeffizienz und des Umweltschutzes",mitigation,Grant,Energy (230),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Water and Wastewater Management Programme (WWMP),cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,National Solid Waste Management Programme (NSWWP),mitigation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,"Socio-economic Empowerment through Sustainable Development of Ecological Farming, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,"Integrated Development Programme, continuation",cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,"Egyptian-German Joint Committee for Renewable Energy, Energy Efficiency and Environmental Protection (JCEE)",mitigation,Grant,Energy (230),BMZ,2022,5000000.0,Nördlich der Sahara,Afrika
bilateral,Egypt,"Integrated Community Development Progamme, Continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Nördlich der Sahara,Afrika
bilateral,Egypt,"Income increase and job oportunities for small farmers - Agricultural Hub, phase 1",adaptation,Grant,Other Multisector (430),BMZ,2022,460000.0,Nördlich der Sahara,Afrika
bilateral,Egypt,Cairo Climate Talks 2021,cross-cutting,Grant,Multisector (410),AA,2022,50000.0,Nördlich der Sahara,Afrika
bilateral,Eritrea,Fisheries Resources Management Programme (FReMP),adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Sustainable Land Management,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Strengthening drought resilience of pastoral and agro-pastoral populations in the Afar region,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Sustainable Land Management - SLM,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Conservation and Sustainable Use of Natural Ressources; Biodiversity,cross-cutting,Grant,Multisector (410),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Capacity Development for Strenthened Drought Resilience in the Ethiopian Lowlands (CDSDR),adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Sustainable Land Management,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Conservation and sustainable managment of biodiversity,cross-cutting,Grant,Multisector (410),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Strengthening of the Dürreresilienz and rise of the food security in ariden and semi-ariden regions,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Conservation and sustainable use of biodiversity for forest­and biosphere reserve in Ethiopia,adaptation,Grant,Multisector (410),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"TREE Poject, Trilaterale Resilienz enlargement in the Ethiopian lowland (Afar region), Cooperation with Germany, Israel, Ethiopia ",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Enhancing resilience against climate change-induced food insecurity of pastoralist and agro pastoralist in Aura Woreda of Afar Region.,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,74284.2,Ostafrika,Afrika
bilateral,Ethiopia,Improvement of the food protection and the disaster risk management to the strengthening of the resilience in Afar / Ethiopia ,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2022,25000.0,Ostafrika,Afrika
bilateral,Ethiopia,Integrated livelihood improvement project for the communities of two rural peasant associations ,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Rural Livelihood Improvement Project, Kurmuk Phase II",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,SEWOH: Inclusive Food Security and Nutrition Project in the Amhara Region,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Rural Resilience Initiative R4 in ETH,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Sustainable management of resources adapting climate change in Ethiopia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Sustainable Management of church forests for enhanced living condition of rural communities,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Sustainable Land Management - SLM,adaptation,Grant,"Other Multisector (430), Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Conservation and Sustainable Use of Natural Ressources; Biodiversity,cross-cutting,Grant,Multisector (410),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Capacity Development for Strenthened Drought Resilience in the Ethiopian Lowlands (CDSDR),adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Programme Sustainable Land Management (SLM IV),adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"SEWOH - Promoting sustainable livelihood of the population through agro-ecology measures, nutrition programs and water supply in six communities of Wore Illu.",adaptation,Grant,Health (120),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"SEWOH-Improving food security and enhancing resilience towards climate change effects of small holder farmers in the district of Mirab Abaya, Southern Peoples, Nations & Nationalities, Ethiopia",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Employment promotion for youth through innovative  vocational training in renewable energy, in Oromia and Tigray regions, Ethiopia",mitigation,Grant,Education (110),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Food security through context appropriate agriculture,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Rural Livelihood Improvement Project, Abune Merha",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Land Governance,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Improvement of gender equality and the socio-economic situation of women and girls in various districts in Ethiopia,mitigation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Gursum Food Security and Livelihood Project (Phase II),mitigation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Libo kemkem Rural Livelihood Improvement project, Phase III",mitigation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Kersa Dulla Access to water and Livelihood Improvement Project - phase II, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Shebel Berenta Integrated Capacity and Development Project (Phase II), continuation",cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Integrated forest resource management and sustainable livelihood improvement of the population in 12 Kebeles of Borena Woreda, South Wollo",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Water for Life - Partnership for a joint sustainable future of Lake Tana watershed,adaptation,Grant,Multisector (410),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Conservation and Sustainable Management of Biodiversity and Forests,cross-cutting,Grant,"Multisector (410), Other Multisector (430)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Capacity Development for Strenthened Drought Resilience in the Ethiopian Lowlands,adaptation,Grant,,BMZ,2022,6000000.0,Ostafrika,Afrika
bilateral,Ethiopia,Sustainable Production of Textiles and Clothing in Ethiopia,cross-cutting,Grant,Business & Other Services (250),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Climate Sensitive Innovations for Land Management,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Strengthening Rural Value Chains,adaptation,Grant,"Agriculture, Forestry, Fishing (310), Industry, Mining, Construction (320)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Integrated Karrayu-Ituu Pastoralist Livelihoods Improvement project, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Ecological friendly Livelihood enhancement program in South-West Ethiopia, phase I",cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Livelihood Enhancement for Pastoralist and Agro-pastoralist Dallo Mana, continuation",mitigation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Dara Integrated Community Capacity Development and Liveli-hood Improvement Project Phase-III, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Gisherabel Community Based Disaster Risk Reduction and Live-lihood Improvement Project, Phase III, continuation",cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Community Based Climate Resilience Program, Phase I",cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Livelihood Enhancement Program of Southern Ethiopia, phase I",mitigation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Improving the living conditions of the poor in 7 villages in Guassa by harmonizing efforts for food security and environmental sustainability,adaptation,Grant,Health (120),BMZ,2022,12474.0,Ostafrika,Afrika
bilateral,Ethiopia,Agroforestry- Implementation and extension of partially existing training and demonstration structures for a sustainable development of people and nature,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Strengthening resilience through WASH Supply and food security for agro-pastoralists in the Somali region, Ethiopia",adaptation,Grant,Health (120),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Empowering communities - Coffee as model for ecosystem-friendly regional development,adaptation,Grant,Multisector (410),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Sustainable Church Forest Management, regional program",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Sustainable WASH solutions to strengthen resilience in southern Ethiopia (UNICEF),cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Strengthening the resilience of vulnerable groups in the context of the locust plague in Ethiopia (WFP),adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2022,2500000.0,Ostafrika,Afrika
bilateral,Ethiopia,"Improving income generation through sustainable agriculture in Merhabete District in the north of Amhara regional state, Ethiopia",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,Establishing and expanding water and sanitation and other basic services for refugees and host communities,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Capacity Development and Livelihoods Improvement Project , Phase I",mitigation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Climate Change Resilience and Rural Livelihood Improvement among Ankober communities, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Enhancing Food Security through Agro Ecology Project, Phase I",cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Sustainable improvement of the living conditions of small scale farmer families in Adaba, Ethiopia",adaptation,Grant,Health (120),BMZ,2022,199138.5,Ostafrika,Afrika
bilateral,Ethiopia,Strengthening resiliency and food security of Bane and Tsemay communities in southwestern Ethiopia through climate adaptive agriculture and sustainable water management.,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,269999.1,Ostafrika,Afrika
bilateral,Ethiopia,"Empowerment of 1,200 rural smallholder women in the Oromia region through increased incomes and resilience",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,133601.5,Ostafrika,Afrika
bilateral,Ethiopia,"LDC - Holistic food security and creation of livelihoods for pastoral and agro-pastoral communities and internally displaced persons in Afar, Ethiopia.",adaptation,Grant,Health (120),BMZ,2022,245655.0,Ostafrika,Afrika
bilateral,Ethiopia,"Reducing the adverse effects of climate change by building resilient livelihoods and ecosystems, Western Amhara, Ethiopia",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,1166291.0,Ostafrika,Afrika
bilateral,Ethiopia,"Sustainable Food Security Program and Environmental Protection for Rural Areas in Siraro and Fantale Districts, Ethiopia",cross-cutting,Grant,Health (120),BMZ,2022,1279746.0,Ostafrika,Afrika
bilateral,Ethiopia,"SEWOH: Scaling good practices to strengthen resilience and food and nutrition security of agro-pastoralists in Borena Zone, Oromia Region, Ethiopia",adaptation,Grant,Health (120),BMZ,2022,732302.0,Ostafrika,Afrika
bilateral,Ethiopia,Soil improvement in Ethiopia through the Energetic an Material Use of Agricultural Residues,mitigation,Grant,Other Multisector (430),BMZ,2022,9200000.0,Ostafrika,Afrika
bilateral,Ethiopia,Agricultural Mechanisation and Technology for Smallholder Productivity,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,5000000.0,Ostafrika,Afrika
bilateral,Ethiopia,Support for the Ethiopian Productive Safety Net Program,adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2022,15000000.0,Ostafrika,Afrika
bilateral,Ethiopia,Support to Ethiopia Food Systems Resilience Project (FSRP)?,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,10000000.0,Ostafrika,Afrika
bilateral,Ethiopia,Peaceful Understanding and Reconciliation for Pastoralists Livelihood Enhancement,mitigation,Grant,Other Multisector (430),BMZ,2022,500000.0,Ostafrika,Afrika
bilateral,Ethiopia,East Dembia district peaceful coexistence and rural livelihood improvement project - phase 1,mitigation,Grant,Other Multisector (430),BMZ,2022,250000.0,Ostafrika,Afrika
bilateral,Ethiopia,Restoring degraded coffee landscapes in Ethiopia,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMUV,2022,0.0,Ostafrika,Afrika
bilateral,Ethiopia,"Optimization of the GILGEL GIBE II hydropower plant, Ethiopia",mitigation,Grant,Energy (230),BMWK,2022,0.0,Ostafrika,Afrika
bilateral,Fragile states West Africa,Strengthening of ecological connectivity of the Tai Grebo Sapo area,cross-cutting,Grant,Multisector (410),BMZ,2022,2400000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Ghana,Renewable energy,mitigation,concessional loan from budgetary sources,Energy (230),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Support to the implementation of the renewable energy law,mitigation,Grant,Energy (230),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Promotion of Market Orientied Agriculture,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Programme for Sustainable Economic Development,adaptation,Grant,Banking & Financial Services (240),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Recycling and Disposal of Waste of electrical equipment in an environmentally sound way,mitigation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Renewable Energy,mitigation,Grant,Energy (230),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Fonds zur Förderung der marktorientierten Landwirtschaft - Begleitmaßnahme,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Multi Donor Budget Support MDBS,mitigation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Market entry into renewable energy and energy efficiency for Ghana's productive sector,mitigation,Grant,Education (110),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Umweltgerechte Entsorgung und Recycling von Elektroschrott,mitigation,Grant,"Water Supply & Sanitation (140), Education (110), Multisector (410)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Beratung zur Umsetzung des Gesetzes über erneuerbare Energien,mitigation,Grant,Energy (230),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Programme for Sustainable Economic Development,adaptation,Grant,"Education (110), Banking & Financial Services (240)",BMZ,2022,1000000.0,Westafrika,Afrika
bilateral,Ghana,"Integrated rural development of 11 villages in Northwestghana with special emphasis on food sercurit, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,PAP within the framework of the SI on Training and Job Creation betw. BSW-Solar and the Association of Ghana AGI as well as REAG,mitigation,Grant,Education (110),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,"Chereponi Farming Project Nansoni - Capacity building of the farmer cooperative to increase the resilience of ecological and economic systems in Nansoni, Ghana",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,237258.45,Westafrika,Afrika
bilateral,Ghana,Sustainable employment through agribusiness (AgriBiz),adaptation,Grant,"Industry, Mining, Construction (320), Business & Other Services (250), Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Sustainable Energy and Energy Efficiency for climate protection Program,mitigation,Grant,Energy (230),BMZ,2022,5870000.0,Westafrika,Afrika
