index;Channel;Recipient;Title;FinancialInstrument;TypeOfSupport;Sector;GrantEquivalent;SubSector;AdditionalInformation;Year;Klimafinanzierung;Haushalt;Ressort;Recipient Deutsch;Region;Kontinent;CONTINENT;ISOCode
2733;Bilateral;Haiti;Strengthening ecological resilience to climate change through ecosystem-based adaptation in the Grand Bois National Park, Haiti;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Engagement Global gGmbH), significant objective, 2020.0600.5-5508;2021;569714.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2734;Bilateral;Haiti;Sustainable agriculture in rural communities of Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3234.4;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2735;Bilateral;Haiti;City neighbourhood development and reforestation with children and youth in the Carrefour community;Zuschuss;mitigation;Umweltschutz allgemein;0.0;Environmental education/training (41081);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3297.7;2021;84000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2736;Bilateral;Haiti;Access to basic health services and agroecologic practices in the community of Anse-à-Veau, Haiti;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2019.3910.7;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2737;Bilateral;Haiti;Sustainable agriculture in Fonds Baptiste and Orangers, Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3336.9;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2738;Bilateral;Haiti;Integrated community development in the urban periphery of Cap Haitien, Haiti;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Democratic participation and civil society (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2017.3342.7;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2739;Bilateral;Haiti;Promotion of sustainable agriculture and natural resource managment in Northern Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3310.2;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2740;Bilateral;Haiti;Promotion of agro-ecological change in the Bas Cap Rouge region, Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2019.3027.0;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2741;Bilateral;Haiti;Sustainable agriculture and environmental protection in Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2017.3337.7;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2742;Bilateral;Haiti;Sustainable agriculture and basic health services in Gandou, Gros mapou and Bellande, Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3341.9;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2743;Bilateral;Haiti;Promoting agroecology and improved education standards in schools in rural areas of Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural education/training (31181);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3223.3;2021;175000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2744;Bilateral;Haiti;Improving soil protection and rehabilitation in Haut-Moustiques and consolidation of agroecologycal activities in Mahotière;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3927.3;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2745;Bilateral;Haiti;Sustainable management of ecosystems in communities in the Department of Nippes;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3394.2;2021;315000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2746;Bilateral;Haiti;Agricultural education to strengthen the regional dynamics of the agriecological farmer movement and its platform for sustainable development in Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural education/training (31181);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3118.1;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2747;Bilateral;Haiti;Strengthening the resilience of vulnerable groups and organisations in view of a very high disaster risk in the southern and western Department of Haiti;Zuschuss;adaptation;Wiederaufbau und Wiederherstellungsmassnahmen;0.0;Immediate post-emergency reconstruction and rehabilitation (73010);BMZ (Engagement Global gGmbH), significant objective, 2020.0600.5-5319;2021;550000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2748;Bilateral;Haiti;Integrated Costal Ecosystem Protection and Regeneration Initiative;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Engagement Global gGmbH), principal objective, 2020.0600.5-5487;2021;1013157.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2749;Bilateral;Haiti;Strengthening of the livelihood of vulnerable municipalities in regions affected by seasonal water shortage southeast of Haiti;Zuschuss;adaptation;Wiederaufbau und Wiederherstellungsmassnahmen;0.0;Immediate post-emergency reconstruction and rehabilitation (73010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2016.1844.6;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2750;Bilateral;Haiti;Extension of primary school in Port-au-Prince, Haiti;Zuschuss;adaptation;Bildung;0.0;Education facilities and training (11120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2020.3237.3;2021;61000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2751;Bilateral;Haiti;Operation of an out-patient clinic to improve the health situation of families in rural Department Nord/Haiti;Zuschuss;mitigation;Gesundheitswesen;0.0;Basic health care (12220);BMZ (Engagement Global gGmbH), significant objective, 2018.0600.9-3308;2021;8644.95;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2752;Bilateral;Haiti;Improving the environment and the livelihoods of small scale farmer families in Desforges, Plaine d'Orange and Plate Forme, Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3236.5;2021;172000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2753;Bilateral;Haiti;Increased food security and income generation through agriculture and livestock in Bassin, Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3143.3;2021;137000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2754;Bilateral;Haiti;Watershed management for the protection of the irrigation system of Sanyago in Saint-Raphaël, Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural water resources (31140);BMZ (Engagement Global gGmbH), significant objective, 2019.0601.5-4299;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2755;Bilateral;Haiti;Agroecology of faith-based community organizations in Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3144.1;2021;126000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2756;Bilateral;Haiti;Improving livelihood opportunities of small scale farmers families by promoting sustainable organic farming;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural land resources (31130);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2014.3201.2;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2757;Bilateral;Haiti;adaptation to climate change and natural risk and disaster management in Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3903.6;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2758;Bilateral;Haiti;Sustainable Forest Management;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Food crop production (31161);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2015.7529.9;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2759;Bilateral;Haiti;Strengthening sustainable agriculture and peasant associations in Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3905.1;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2760;Bilateral;Haiti;Consolidation of resilience,  Food security and Emergency Risk Reduction in the Commune of Baradères in the Nippes Department, Haiti;Zuschuss;adaptation;Entwicklungsorientierte Nahrungsmittelhilfe/Hilfe zur Ernährungssicherung;0.0;Food assistance (52010);BMZ (Deutscher Caritasverband e.V.), significant objective, 2017.1831.1;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2761;Bilateral;Haiti;Strengthening resilience of vulnerable rural communities in the Northwest of Haiti to achieve food and nutrition security;Zuschuss;adaptation;Entwicklungsorientierte Nahrungsmittelhilfe/Hilfe zur Ernährungssicherung;0.0;Food assistance (52010);BMZ (Deutsche Welthungerhilfe e.V.), principal objective, 2017.1833.7;2021;250000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2762;Bilateral;Haiti;Improving habitats in rural areas in the diocese of Port-de-Paix;Zuschuss;cross-cutting;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2020.3220.9;2021;236000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2763;Bilateral;Haiti;Community-based reinforcement of resilience in Ouanaminthe;Zuschuss;adaptation;Entwicklungsorientierte Nahrungsmittelhilfe/Hilfe zur Ernährungssicherung;0.0;Food assistance (52010);BMZ (Deutsches Rotes Kreuz e.V.), significant objective, 2017.1832.9;2021;104972.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2764;Bilateral;Haiti;Sustainable self-help oriented basic drinking water supply and natural disaster management in rural communities of les Cayes Diocese, Haiti;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Basic drinking water supply (14031);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2017.3398.9;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2765;Bilateral;Haiti;Improved livelihoods of small scale farmers through agroecology in Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3152.4;2021;138000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2766;Bilateral;Haiti;Promoting agroecology in rural Haitian communities;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3146.6;2021;231000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2767;Bilateral;Haiti;Promoting sustainable agriculture and resourcemanagement in mountainious regions of Saint Marc communities, Bois Neuf;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3218.3;2021;105000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2768;Bilateral;Haiti;Rehabilitation of the Péligre hydropower plant;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Hydro-electric power plants (23220);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2009.6723.2;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2769;Bilateral;Haiti;Enlargement of sustainable agriculture initiations among small holder farmers in Coupe à l'Inde, Gény Paillé und Cruautte;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2014.3345.7;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2770;Bilateral;Haiti;Access to drinking water and supporting natural desaster risk managment in Les Cayes diocese, Haiti;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Basic drinking water supply (14031);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2019.3911.5;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2771;Bilateral;Haiti;Supporting sustainable agriculture and integration of women and children into the communities of Croix-du-Bouquets, Pétionville, Jacmel and Marigot;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2019.3273.0;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2772;Bilateral;Haiti;Introduction of agroecological practices to further rural development in Vieille Terre, Jean Rabel;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2019.3254.0;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2773;Bilateral;Haiti;Agroecology, adaption to climate change and risk prevention strategies in Nippes, Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3209.6;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2774;Bilateral;Haiti;Agro-ecological education and environmental protection in the diocese of Les Cayes;Zuschuss;adaptation;Bildung;0.0;Teacher training (11130);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2020.3396.7;2021;173000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2775;Bilateral;Haiti;Strengthening agro-ecological agriculture among farming families in Orangers and Crochus;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2020.3901.4;2021;63000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2776;Bilateral;Haiti;Advising the agriecological farmer movement in Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural extension (31166);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2019.3212.8;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2777;Bilateral;Haiti;Promotion of sustainable small-scale agriculture in Cayes and Aquin communities, Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2019.3184.9;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2778;Bilateral;Haiti;Community-based management of agro-ecological production units in Désarmes, Haiti;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2020.3340.5;2021;79000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2779;Bilateral;Haiti;Strengthening farmer associations and agro-ecological farming in climate change prone areas in Petit-Goâve;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3394.6;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2780;Bilateral;Haiti;Improving the livelihood of the rural population by promoting agroecology in the diocese of Port-de-Paix;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2019.3260.7;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2781;Bilateral;Haiti;Sustainable agriculture and rural development in Marchand Dessalines, Haiti;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3344.3;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2782;Bilateral;Haiti;Sustainable agriculture for small scale farmers household in Fonds Baptiste, Orangers;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2014.3286.3;2021;0.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2783;Bilateral;Haiti;Improvement of sustainable living conditions and strengthening resilience to natural hazards, Continuation;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7551.3;2021;500000.0;Haushaltsmittel;BMZ;Haiti;Karibik;Amerika;North America;HTI
2784;Bilateral;Honduras;Capacity building for staff of honduran partner organizations and scholarships for disadvantaged youth;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Multisector education/training (43081);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2018.7581.4;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2785;Bilateral;Honduras;Strengthening Agroecological Production, Biodiversity, Income Generation and Defense of the Territory in Southern Honduras;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2019.7710.7;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2786;Bilateral;Honduras;Sustainable nature resource management under climate aspects in indigenous territories in La Mosquitia;Zuschuss;cross-cutting;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2018.2153.7;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2787;Bilateral;Honduras;Promotion of local markets and protection of the territory in Choluteca, Honduras;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3126.4;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2788;Bilateral;Honduras;Urban climate change adaptation in Central America - Honduras;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2014.6774.5;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2789;Bilateral;Honduras;Strengthening the social, productive and economic capacities of initiatives for food security and value chains in Colón and Gracias a Dios, Honduras;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3121.5;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2790;Bilateral;Honduras;Food security through adaptation to climate change ;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2014.2521.4;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2791;Bilateral;Honduras;adaptation to climate change, improvement of risk management and sustainable conservation of the natural resources of the marine ecosystems of the Gulf of Fonseca, Honduras;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Site preservation (41040);BMZ, program financed by the 'German Energy and Climate Fund'/ 'International Climate and Environmental Protection' (Engagement Global gGmbH), principal objective, 2019.9830.1-4657;2021;192982.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2792;Bilateral;Honduras;Sustainable nature resource management under climate aspects in indigenous territories in La Mosquitia;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2020.2051.9;2021;2000000.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2793;Bilateral;Honduras;Sustainable Management of Resources in the Focus of Climate Change;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2018.2159.4;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2794;Bilateral;Honduras;Sustainable Management of Resources in the Focus of Climate Change;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2014.2168.4;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2795;Bilateral;Honduras;Strengthening civic participation for a just utilisation of natural resources in Pico Bonito national park and its buffer zone, Honduras;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3951.3;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2796;Bilateral;Honduras;Strengthening the diversification and the ecological agriculture of grassroots organisations and solidarity groups in Honduras;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2018.3920.8;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2797;Bilateral;Honduras;Strengthening local leadership, food security and management of natural resources in the departement of Paraíso, Honduras;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3923.2;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2798;Bilateral;Honduras;Sustainable strengthening of livelihoods and rise in incomes of small-scale farming families affected by climate change in the dry corridor in Honduras and Nicaragua.;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Food crop production (31161);BMZ (Engagement Global gGmbH), significant objective, 2020.0600.5-5175;2021;500000.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2799;Bilateral;Honduras;Protección de los recursos naturales, desarrollo económico local y mitigación y adaptación al cambio climático;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry policy and administrative management (31210);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2011.2163.1;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2800;Bilateral;Honduras;Implementation of the 2030 Agenda in Honduras (ProAgenda);Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2017.2175.2;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2801;Bilateral;Honduras;Strengthening indigenous communities with regard to housing and desaster prevention in the departements Colón and Yoro, Honduras;Zuschuss;cross-cutting;Sonstige Soziale Infrastruktur und Dienste;0.0;Housing policy and administrative management (16030);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2020.3103.7;2021;391000.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2802;Bilateral;Honduras;Integral development in rural communities in southern Honduras;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2020.3377.7;2021;275000.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2803;Bilateral;Honduras;Enhancing rural development and sustainable water use in San Miguelito and La Libertad communities;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural land resources (31130);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2016.3914.5;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2804;Bilateral;Honduras;Kommunale Raumordnung und Umweltschutz in Rio Platano;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2016.7012.4;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
